Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2023-12-07 14:11:01.476 -0600,"Success",0:00:00,0,0,0,"20231207_141101.476/LogFile.txt","","",1
2023-12-07 14:11:30.796 -0600,"Success",0:00:00,0,0,0,"20231207_141130.796/LogFile.txt","","",1
